invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Country,Total_USD
SI.2023.09.00110,2023-09-04,revenue studio,Studio,1800000.0,Studio,Local,4.0,Indonesia,111.04052497986156
SI.2023.09.00111,2023-09-05,revenue studio,Studio,1400000.0,Studio,Local,5.0,Indonesia,86.36485276211455
SI.2023.09.00112,2023-09-05,revenue studio,Studio,750000.0,Studio,Local,3.0,Indonesia,46.26688540827565
SI.2023.09.00113,2023-09-06,revenue studio,Studio,800000.0,Studio,Local,1.0,Indonesia,49.35134443549403
SI.2023.09.00114,2023-09-07,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.09.00115,2023-09-08,revenue studio,Studio,400000.0,Studio,Local,2.0,Indonesia,24.675672217747014
SI.2023.09.00116,2023-09-08,revenue studio,Studio,1500000.0,Studio,Local,3.0,Indonesia,92.5337708165513
SI.2023.09.00117,2023-09-08,revenue studio,Studio,1600000.0,Studio,Local,2.0,Indonesia,98.70268887098806
SI.2023.09.00118,2023-09-09,revenue studio,Studio,960000.0,Studio,Local,2.0,Indonesia,59.22161332259283
SI.2023.09.00119,2023-09-09,revenue studio,Studio,2100000.0,Studio,Local,4.0,Indonesia,129.54727914317183
SI.2023.09.00120,2023-09-10,revenue studio,Studio,1440000.0,Studio,Local,4.0,Indonesia,88.83241998388925
SI.2023.09.00122,2023-09-12,revenue studio,Studio,1200000.0,Studio,Local,3.0,Indonesia,74.02701665324105
SI.2023.09.00123,2023-09-13,revenue studio,Studio,480000.0,Studio,Local,2.0,Indonesia,29.610806661296415
SI.2023.09.00124,2023-09-13,revenue studio,Studio,900000.0,Studio,Local,2.0,Indonesia,55.52026248993078
SI.2023.09.00129,2023-09-15,revenue studio,Studio,850000.0,Studio,Local,2.0,Indonesia,52.43580346271241
SI.2023.09.00130,2023-09-16,revenue studio,Studio,480000.0,Studio,Local,1.0,Indonesia,29.610806661296415
SI.2023.09.00131,2023-09-16,revenue studio,Studio,2620000.0,Studio,Local,7.0,Indonesia,161.62565302624293
SI.2023.09.00133,2023-09-17,revenue studio,Studio,2500000.0,Studio,Local,1.0,Indonesia,154.22295136091884
SI.2023.09.00134,2023-09-18,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.09.00135,2023-09-18,revenue studio,Studio,300000.0,Studio,Local,1.0,Indonesia,18.506754163310262
SI.2023.09.00136,2023-09-19,revenue studio,Studio,300000.0,Studio,Local,1.0,Indonesia,18.506754163310262
SI.2023.09.00137,2023-09-19,revenue studio,Studio,500000.0,Studio,Local,1.0,Indonesia,30.84459027218377
SI.2023.09.00143,2023-09-18,bali perkasa sukses,Indigo Bali,9318450.0,Hotel,Local,23.0,Indonesia,574.8475444436616
SI.2023.09.00144,2023-09-15,bali giri kencana,Four Season Resort Jimbaran Bay,6859800.0,Hotel,Local,24.0,Indonesia,423.17544069825243
SI.2023.09.00145,2023-09-07,amanda arumdhani,Four Season Sayan,3796200.0,Hotel,Local,25.0,Indonesia,234.18446718252804
SI.2023.09.00146,2023-09-04,duta jaya perkasa,Jumeirah Bali,6216000.0,Hotel,Local,20.0,Indonesia,383.4599462637886
SI.2023.09.00147,2023-09-08,shelter indonesia group,Shelter Seminyak,13086900.0,Restaurant,Local,108.0,Indonesia,807.3201368660835
SI.2023.09.00148,2023-09-07,bali perkasa sukses,Indigo Bali,9268500.0,Hotel,Local,43.0,Indonesia,571.7661698754705
SI.2023.09.00149,2023-09-04,graha alam lestari,The Apurva Kempinski Bali,27741120.0,Hotel,Local,300.0,Indonesia,1711.3269601829652
SI.2023.09.00150,2023-09-07,anaamaya resort seminyak,Alila Seminyak,6204900.0,Hotel,Local,29.0,Indonesia,382.77519635974613
SI.2023.09.00151,2023-09-07,bali perkasa sukses,Indigo Bali,2442000.0,Hotel,Local,8.0,Indonesia,150.6449788893455
SI.2023.09.00152,2023-09-07,prapat agung permai,Menjangan Dynasty Resort,21411900.0,Hotel,Local,86.0,Indonesia,1320.8825648979432
SI.2023.09.00153,2023-09-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),18106542.0,Hotel,Local,127.0,Indonesia,1116.9777384721735
SI.2023.09.00154,2023-09-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),25554586.0,Hotel,Local,113.0,Indonesia,1576.441469490567
SI.2023.09.00155,2023-09-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),64663272.0,Hotel,Local,260.0,Indonesia,3989.0242609975458
SI.2023.09.00156,2023-09-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),19066581.0,Hotel,Local,195.0,Indonesia,1176.2017576728076
SI.2023.09.00157,2023-09-11,ungasan semesta resort,QQ Siti Agung Makmur (LXR),2900763.0,Hotel,Local,20.0,Indonesia,178.9456924234212
SI.2023.09.00169,2023-09-05,koi dessert bar melbourne,Koi Dessert,1400.0,Restaurant,Export,,Australia,1400.0
SI.2023.09.00170,2023-09-05,sequitur resorts pty limited (six senses fiji),Six Senses Fiji,700.0,Hotel,Export,,Fiji,700.0
SI.2023.09.00171,2023-09-13,bawe retreat limited,Sansibar,7998.56,Restaurant,Export,,Tanzania,7998.56
SI.2023.09.00172,2023-09-15,mactan seascapes service inc (crimson),Crimson / Boracay,1685.0,Hotel,Export,,Philippines,1685.0
SI.2023.09.00173,2023-09-14,ali bey malidives pvt. ltd. (joali muravandhoo),Joali Muravandhoo,2026.8,Hotel,Export,240.0,Maldives,2026.8
SI.2023.09.00174,2023-09-07,w hotel palm jumeirah,W Hotel,1560.0,Hotel,Export,160.0,UAE,1560.0
SI.2023.09.00176,2023-09-12,"cprc (maldives) pvt, ltd (ritz carlton maldives)",Ritz Carlton Maldives,7888.5,Hotel,Export,561.0,Maldives,7888.5
SI.2023.09.00177,2023-09-12,"cprc (maldives) pvt, ltd (ritz carlton maldives)",Ritz Carlton Maldives,2945.0,Hotel,Export,200.0,Maldives,2945.0
SI.2023.09.00180,2023-09-18,ubud shop,Home Ubud,6994000.0,Retail,Local,3.0,Indonesia,431.4541287273065
SI.2023.09.00181,2023-09-19,ubud shop,Home Ubud,14243000.0,Retail,Local,3.0,Indonesia,878.6389984934268
SI.2023.09.00182,2023-09-20,ubud shop,Home Ubud,2600322.0,Retail,Local,1.0,Indonesia,160.41173333149086
SI.2023.09.00183,2023-09-13,hoi an south development ltd,Hoi An,17740.0,Hotel,Export,1135.0,Vietnam,17740.0
SI.2023.09.00184,2023-09-21,ubud shop,Home Ubud,15290000.0,Retail,Local,2.0,Indonesia,943.2275705233797
SI.2023.09.00185,2023-09-22,ubud shop,Home Ubud,11209000.0,Retail,Local,2.0,Indonesia,691.4740247218157
SI.2023.09.00186,2023-09-23,ubud shop,Home Ubud,813000.0,Retail,Local,1.0,Indonesia,50.1533037825708
SI.2023.09.00187,2023-09-24,ubud shop,Home Ubud,5874000.0,Retail,Local,3.0,Indonesia,362.3622465176149
SI.2023.09.00191,2023-09-18,sanur shop,Home Sanur,3825000.0,Retail,Local,1.0,Indonesia,235.96111558220582
SI.2023.09.00192,2023-09-19,sanur shop,Home Sanur,4205600.0,Retail,Local,1.0,Indonesia,259.4400176973921
SI.2023.09.00193,2023-09-20,sanur shop,Home Sanur,2982000.0,Retail,Local,1.0,Indonesia,183.95713638330398
SI.2023.09.00194,2023-09-21,sanur shop,Home Sanur,2330000.0,Retail,Local,1.0,Indonesia,143.73579066837635
SI.2023.09.00195,2023-09-22,sanur shop,Home Sanur,545000.0,Retail,Local,1.0,Indonesia,33.62060339668031
SI.2023.09.00196,2023-09-23,sanur shop,Home Sanur,1722000.0,Retail,Local,2.0,Indonesia,106.2287688974009
SI.2023.09.00197,2023-09-18,uluwatu shop,Home Uluwatu,3490000.0,Retail,Local,1.0,Indonesia,215.2952400998427
SI.2023.09.00198,2023-09-19,uluwatu shop,Home Uluwatu,4655000.0,Retail,Local,2.0,Indonesia,287.1631354340309
SI.2023.09.00199,2023-09-20,uluwatu shop,Home Uluwatu,3795000.0,Retail,Local,2.0,Indonesia,234.1104401658748
SI.2023.09.00200,2023-09-21,uluwatu shop,Home Uluwatu,900000.0,Retail,Local,1.0,Indonesia,55.52026248993078
SI.2023.09.00201,2023-09-22,uluwatu shop,Home Uluwatu,1022500.0,Retail,Local,1.0,Indonesia,63.0771871066158
SI.2023.09.00202,2023-09-23,uluwatu shop,Home Uluwatu,7550000.0,Retail,Local,1.0,Indonesia,465.7533131099749
SI.2023.09.00203,2023-09-24,uluwatu shop,Home Uluwatu,3078500.0,Retail,Local,1.0,Indonesia,189.91014230583545
SI.2023.09.00204,2023-09-18,lobby shop,Home Lobby,6051000.0,Retail,Local,2.0,Indonesia,373.281231473968
SI.2023.09.00205,2023-09-22,lobby shop,Home Lobby,1282000.0,Retail,Local,1.0,Indonesia,79.08552945787918
SI.2023.09.00210,2023-09-20,shelter indonesia group,Shelter Seminyak,5439000.0,Restaurant,Local,30.0,Indonesia,335.52745298081504
SI.2023.09.00211,2023-09-20,shelter indonesia group,Shelter Seminyak,36186500.0,Restaurant,Local,235.0,Indonesia,2232.3155317687556
SI.2023.09.00212,2023-09-04,kreasi cipta karsa,The Langham Jakarta,343877722.0,Hotel,Local,1684.0,Indonesia,21213.53487764383
SI.2023.09.00213,2023-09-18,nativa graha saji,Billy Ho,3330000.0,Restaurant,Local,24.0,Indonesia,205.42497121274388
SI.2023.09.00214,2023-09-05,citra jimbaran indah hotel,Intercontinental Bali Resort,5550000.0,Hotel,Local,20.0,Indonesia,342.37495202123984
SI.2023.09.00215,2023-09-09,jwo holdings pte ltd,Janice Wong / W Sydney,13971.0,Hotel,Export,703.0,Australia,13971.0
SI.2023.09.00218,2023-09-01,clandestino food group,Riviera,2830500.0,Restaurant,Local,30.0,Indonesia,174.61122553083231
SI.2023.09.00219,2023-09-04,shelter indonesia group,Shelter Seminyak,43623000.0,Restaurant,Local,432.0,Indonesia,2691.067122886945
SI.2023.09.00220,2023-09-24,bazzar labrisa,Bazzar Labrisa,6540000.0,Retail,Local,2.0,Indonesia,403.44724076016365
SI.2023.09.00221,2023-09-18,shed shop,Shed Shop,8574000.0,Retail,Local,3.0,Indonesia,528.9230339874073
SI.2023.09.00222,2023-09-19,shed shop,Shed Shop,4715000.0,Retail,Local,2.0,Indonesia,290.86448626669295
SI.2023.09.00223,2023-09-20,shed shop,Shed Shop,1030000.0,Retail,Local,3.0,Indonesia,63.53985596069856
SI.2023.09.00224,2023-09-21,shed shop,Shed Shop,2725000.0,Retail,Local,3.0,Indonesia,168.10301698340155
SI.2023.09.00225,2023-09-22,shed shop,Shed Shop,8952000.0,Retail,Local,3.0,Indonesia,552.2415442331782
SI.2023.09.00226,2023-09-23,shed shop,Shed Shop,1145000.0,Retail,Local,2.0,Indonesia,70.63411172330083
SI.2023.09.00227,2023-09-24,shed shop,Shed Shop,1100000.0,Retail,Local,4.0,Indonesia,67.85809859880429
SI.2023.09.00228,2023-09-21,ungasan semesta resort,QQ Siti Agung Makmur (LXR),25719754.0,Hotel,Local,171.0,Indonesia,1586.630548062719
SI.2023.09.00229,2023-09-21,ungasan semesta resort,QQ Siti Agung Makmur (LXR),12748905.0,Hotel,Local,50.0,Indonesia,786.4695022879899
SI.2023.09.00230,2023-09-21,ungasan semesta resort,QQ Siti Agung Makmur (LXR),3416913.0,Hotel,Local,25.0,Indonesia,210.7865629613965
SI.2023.09.00231,2023-09-25,bali perkasa sukses,Indigo Bali,4800750.0,Hotel,Local,18.0,Indonesia,296.15433349837247
SI.2023.09.00232,2023-09-25,bali perkasa sukses,Indigo Bali,10273050.0,Hotel,Local,27.0,Indonesia,633.736036191315
SI.2023.09.00233,2023-09-21,revenue studio,Studio,75000.0,Studio,Local,1.0,Indonesia,4.6266885408275655
SI.2023.09.00234,2023-09-21,revenue studio,Studio,960000.0,Studio,Local,2.0,Indonesia,59.22161332259283
SI.2023.09.00235,2023-09-22,revenue studio,Studio,1700000.0,Studio,Local,4.0,Indonesia,104.87160692542481
SI.2023.09.00236,2023-09-23,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
SI.2023.09.00237,2023-09-23,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
SI.2023.09.00238,2023-09-23,revenue studio,Studio,960000.0,Studio,Local,4.0,Indonesia,59.22161332259283
SI.2023.09.00239,2023-09-24,revenue studio,Studio,1000000.0,Studio,Local,2.0,Indonesia,61.68918054436754
SI.2023.09.00240,2023-09-24,revenue studio,Studio,1600000.0,Studio,Local,2.0,Indonesia,98.70268887098806
SI.2023.09.00242,2023-09-25,revenue studio,Studio,2400000.0,Studio,Local,4.0,Indonesia,148.0540333064821
SI.2023.09.00243,2023-09-25,revenue studio,Studio,500000.0,Studio,Local,1.0,Indonesia,30.84459027218377
SI.2023.09.00244,2023-09-26,revenue studio,Studio,250000.0,Studio,Local,1.0,Indonesia,15.422295136091885
SI.2023.09.00245,2023-09-26,revenue studio,Studio,300000.0,Studio,Local,1.0,Indonesia,18.506754163310262
SI.2023.09.00246,2023-09-26,revenue studio,Studio,700000.0,Studio,Local,3.0,Indonesia,43.182426381057276
SI.2023.09.00247,2023-09-27,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
SI.2023.09.00248,2023-09-27,revenue studio,Studio,1650000.0,Studio,Local,6.0,Indonesia,101.78714789820643
SI.2023.09.00249,2023-09-27,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.09.00250,2023-09-28,revenue studio,Studio,2000000.0,Studio,Local,9.0,Indonesia,123.37836108873508
SI.2023.09.00251,2023-09-25,watercress,Watercress,5827500.0,Restaurant,Local,30.0,Indonesia,359.4936996223018
SI.2023.09.00252,2023-09-28,mandra alila,Alila Manggis,10694850.0,Hotel,Local,41.0,Indonesia,659.7565325449291
SI.2023.09.00253,2023-09-27,dapur asian lokal,Honey and Smoke Restaurant,85101313.0,Restaurant,Local,585.0,Indonesia,5249.830262219732
SI.2023.09.00254,2023-09-04,dapur asian lokal,Hujan Lokal,1731600.0,Restaurant,Local,12.0,Indonesia,106.82098503062683
SI.2023.09.00266,2023-09-27,hotel pandan arum,Maya Ubud,82761600.0,Hotel,Local,547.0,Indonesia,5105.495284540728
SI.2023.09.00267,2023-09-27,groupx kolektif indonesia,Pantja Bar & Restaurant,64446600.0,Restaurant,Local,282.0,Indonesia,3975.657942870637
SI.2023.09.00271,2023-09-25,shed shop,Shed Shop,2531000.0,Retail,Local,3.0,Indonesia,156.13531595779423
SI.2023.09.00272,2023-09-26,shed shop,Shed Shop,7330000.0,Retail,Local,3.0,Indonesia,452.18169339021404
SI.2023.09.00273,2023-09-27,shed shop,Shed Shop,4385000.0,Retail,Local,3.0,Indonesia,270.50705668705166
SI.2023.09.00274,2023-09-29,shed shop,Shed Shop,2105000.0,Retail,Local,2.0,Indonesia,129.85572504589365
SI.2023.09.00275,2023-09-28,shed shop,Shed Shop,890000.0,Retail,Local,3.0,Indonesia,54.90337068448711
SI.2023.09.00276,2023-09-30,shed shop,Shed Shop,1600000.0,Retail,Local,4.0,Indonesia,98.70268887098806
SI.2023.09.00277,2023-09-25,sanur shop,Home Sanur,6930000.0,Retail,Local,1.0,Indonesia,427.506021172467
SI.2023.09.00278,2023-09-29,sanur shop,Home Sanur,879300.0,Retail,Local,1.0,Indonesia,54.24329645266237
SI.2023.09.00279,2023-09-30,sanur shop,Home Sanur,8561500.0,Retail,Local,3.0,Indonesia,528.1519192306026
SI.2023.09.00280,2023-09-25,uluwatu shop,Home Uluwatu,2490000.0,Retail,Local,2.0,Indonesia,153.60605955547516
SI.2023.09.00281,2023-09-26,uluwatu shop,Home Uluwatu,11475000.0,Retail,Local,1.0,Indonesia,707.8833467466175
SI.2023.09.00282,2023-09-28,uluwatu shop,Home Uluwatu,12305000.0,Retail,Local,1.0,Indonesia,759.0853665984425
SI.2023.09.00283,2023-09-29,uluwatu shop,Home Uluwatu,1383000.0,Retail,Local,1.0,Indonesia,85.3161366928603
SI.2023.09.00284,2023-09-27,mandra alila,Alila Manggis,11655000.0,Hotel,Local,100.0,Indonesia,718.9873992446036
SI.2023.09.00285,2023-09-30,uluwatu shop,Home Uluwatu,4717500.0,Retail,Local,2.0,Indonesia,291.01870921805386
SI.2023.09.00286,2023-09-25,ubud shop,Home Ubud,4142000.0,Retail,Local,2.0,Indonesia,255.51658581477034
SI.2023.09.00288,2023-09-26,ubud shop,Home Ubud,7991250.0,Retail,Local,1.0,Indonesia,492.9736640251771
SI.2023.09.00289,2023-09-27,ubud shop,Home Ubud,10419000.0,Retail,Local,2.0,Indonesia,642.7395720917654
SI.2023.09.00290,2023-09-28,ubud shop,Home Ubud,7050000.0,Retail,Local,2.0,Indonesia,434.9087228377911
SI.2023.09.00291,2023-09-29,ubud shop,Home Ubud,4010000.0,Retail,Local,2.0,Indonesia,247.3736139829138
SI.2023.09.00292,2023-09-30,ubud shop,Home Ubud,14461000.0,Retail,Local,2.0,Indonesia,892.087239852099
SI.2023.09.00293,2023-09-27,lobby shop,Home Lobby,900000.0,Retail,Local,1.0,Indonesia,55.52026248993078
SI.2023.09.00294,2023-09-21,ungasan semesta resort,QQ Siti Agung Makmur (LXR),15092226.0,Hotel,Local,172.0,Indonesia,931.0270545303979
SI.2023.09.00295,2023-09-26,anaamaya resort seminyak,Alila Seminyak,5439000.0,Hotel,Local,70.0,Indonesia,335.52745298081504
SI.2023.09.00296,2023-09-27,nusantara island resort,Amankila Hotel,7104000.0,Hotel,Local,80.0,Indonesia,438.23993858718694
SI.2023.09.00297,2023-09-27,graha alam lestari,The Apurva Kempinski Bali,32172656.0,Hotel,Local,195.0,Indonesia,1984.7047845758295
SI.2023.09.00298,2023-09-27,style point,Style Point,921.6,Agent,Export,288.0,Netherlands,921.6
SI.2023.09.00299,2023-09-28,the sanubari hotel,MDA ABS Kuningan,5106000.0,Hotel,Local,20.0,Indonesia,314.9849558595406
SI.2023.09.00300,2023-09-27,jimbaran greenhill,Raffles Bali,4107000.0,Hotel,Local,20.0,Indonesia,253.35746449571747
SI.2023.09.00301,2023-09-28,bale gelumpang lestari,Bali Asli Restaurant,2608500.0,Restaurant,Local,10.0,Indonesia,160.91622744998273
SI.2023.09.00302,2023-09-28,bask gili meno,Bask Gili Meno,4773000.0,Hotel,Local,40.0,Indonesia,294.4424587382662
SI.2023.09.00303,2023-09-27,the asa maia,Asa Maia,11188800.0,Hotel,Local,72.0,Indonesia,690.2279032748195
SI.2023.09.00305,2023-09-20,cm resort sa (six sense switzerland),Six Sense Switzerland,5000.0,Hotel,Export,700.0,Switzerland,5000.0
SI.2023.09.00306,2023-09-29,revenue studio,Studio,300000.0,Studio,Local,1.0,Indonesia,18.506754163310262
SI.2023.09.00307,2023-09-29,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.09.00308,2023-09-29,revenue studio,Studio,900000.0,Studio,Local,3.0,Indonesia,55.52026248993078
SI.2023.09.00309,2023-09-29,revenue studio,Studio,680000.0,Studio,Local,4.0,Indonesia,41.948642770169926
SI.2023.09.00310,2023-09-29,revenue studio,Studio,200000.0,Studio,Local,1.0,Indonesia,12.337836108873507
SI.2023.09.00311,2023-09-30,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
SI.2023.09.00312,2023-09-28,nusadua graha international,The Westin Resort Nusa Dua,18797850.0,Hotel,Local,118.0,Indonesia,1159.6239624959392
SI.2023.09.00313,2023-09-07,sequitur resorts pty limited (six senses fiji),Six Senses Fiji,5320.0,Hotel,Export,440.0,Fiji,5320.0
SI.2023.09.00316,2023-09-06,bali interiors,Bali Interiors,600000.0,Agent,Local,4.0,Indonesia,37.013508326620524
SI.2023.09.00325,2023-09-28,bidadari dunia - la plancha,La Plancha Bali Sejahtera,14985000.0,Restaurant,Local,100.0,Indonesia,924.4123704573475
SI.2023.09.00330,2023-09-16,sales kevala home,Home Kevala,5240000.0,Retail,Local,2.0,Indonesia,323.25130605248586
SI.2023.09.00331,2023-09-23,sales kevala home,Home Kevala,1310000.0,Retail,Local,1.0,Indonesia,80.81282651312146
SI.2023.09.00332,2023-09-28,wynncor bali,Andaz Bali,13209000.0,Hotel,Local,170.0,Indonesia,814.8523858105508
SI.2023.09.00333,2023-09-28,tritunggal lestari makmur,Pullman Bandung Grand Central,26640000.0,Hotel,Local,180.0,Indonesia,1643.399769701951
SI.2023.09.00343,2023-09-30,jia,Jia,960000.0,Artist Collaboration,Local,1.0,Indonesia,59.22161332259283
SI.2023.09.00344,2023-09-30,jia,Jia,7489300.0,Artist Collaboration,Local,1.0,Indonesia,462.0087798509318
SI.2023.09.00345,2023-09-30,revenue studio,Studio,2125000.0,Studio,Local,11.0,Indonesia,131.08950865678102
SI.2023.09.00346,2023-09-30,revenue studio,Studio,400000.0,Studio,Local,2.0,Indonesia,24.675672217747014
SI.2023.09.00347,2023-09-30,bali giri kencana,Four Season Resort Jimbaran Bay,4116158.0,Hotel,Local,1.0,Indonesia,253.9224140111428
SI.2023.09.00348,2023-09-30,sales kevala home,Home Kevala,615000.0,Retail,Local,2.0,Indonesia,37.93884603478603
SI.2023.09.00349,2023-09-20,javier ang (yume izakaya),Yume Izakaya,39660300.0,Restaurant,Local,117.0,Indonesia,2446.6114071437796
SI.2023.10.00001,2023-09-27,sanur shop,Home Sanur,1050000.0,Retail,Local,1.0,Indonesia,64.77363957158592
SI.2023.10.00003,2023-10-01,revenue studio,Studio,960000.0,Studio,Local,2.0,Indonesia,59.22161332259283
SI.2023.10.00004,2023-10-01,revenue studio,Studio,520000.0,Studio,Local,2.0,Indonesia,32.078373883071116
SI.2023.10.00005,2023-10-01,revenue studio,Studio,1200000.0,Studio,Local,2.0,Indonesia,74.02701665324105
SI.2023.10.00007,2023-10-02,revenue studio,Studio,600000.0,Studio,Local,1.0,Indonesia,37.013508326620524
SI.2023.10.00009,2023-10-02,revenue studio,Studio,750000.0,Studio,Local,3.0,Indonesia,46.26688540827565
SI.2023.10.00010,2023-10-02,revenue studio,Studio,600000.0,Studio,Local,2.0,Indonesia,37.013508326620524
SI.2023.10.00011,2023-10-03,revenue studio,Studio,400000.0,Studio,Local,1.0,Indonesia,24.675672217747014
SI.2023.10.00012,2023-10-03,revenue studio,Studio,500000.0,Studio,Local,1.0,Indonesia,30.84459027218377
SI.2023.10.00013,2023-10-04,revenue studio,Studio,250000.0,Studio,Local,1.0,Indonesia,15.422295136091885
SI.2023.10.00014,2023-10-05,revenue studio,Studio,800000.0,Studio,Local,1.0,Indonesia,49.35134443549403
SI.2023.10.00015,2023-10-06,revenue studio,Studio,1850000.0,Studio,Local,3.0,Indonesia,114.12498400707995
SI.2023.10.00016,2023-10-06,revenue studio,Studio,280000.0,Studio,Local,2.0,Indonesia,17.27297055242291
SI.2023.10.00017,2023-10-07,revenue studio,Studio,2750000.0,Studio,Local,2.0,Indonesia,169.64524649701073
SI.2023.10.00018,2023-10-07,revenue studio,Studio,900000.0,Studio,Local,3.0,Indonesia,55.52026248993078
SI.2023.10.00019,2023-10-07,revenue studio,Studio,480000.0,Studio,Local,3.0,Indonesia,29.610806661296415
SI.2023.10.00020,2023-10-08,revenue studio,Studio,1200000.0,Studio,Local,6.0,Indonesia,74.02701665324105
SI.2023.10.00029,2023-10-01,ubud shop,Home Ubud,9441000.0,Retail,Local,2.0,Indonesia,582.4075535193739
SI.2023.10.00030,2023-10-02,ubud shop,Home Ubud,4203000.0,Retail,Local,1.0,Indonesia,259.27962582797676
SI.2023.10.00031,2023-10-03,ubud shop,Home Ubud,5905000.0,Retail,Local,1.0,Indonesia,364.2746111144903
SI.2023.10.00043,2023-10-04,ubud shop,Home Ubud,12672000.0,Retail,Local,2.0,Indonesia,781.7252958582254
SI.2023.10.00044,2023-10-05,ubud shop,Home Ubud,2725000.0,Retail,Local,2.0,Indonesia,168.10301698340155
SI.2023.10.00045,2023-10-06,ubud shop,Home Ubud,7303750.0,Retail,Local,3.0,Indonesia,450.5623524009244
