invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type
SI.2024.05.00175,30/May/24,Kevala Keramik Bali,KKB,"4,814,001.00",Umum,Local
SI.2024.05.00176,30/May/24,Kevala Keramik Bali,KKB,"1,092,000.00",Umum,Local
SI.2024.05.00177,27/May/24,Kevala Keramik Bali,KKB,"2,200,000.00",Umum,Local
SI.2024.05.00178,27/May/24,Kevala Keramik Bali,KKB,"640,001.00",Umum,Local
SI.2024.05.00179,27/May/24,Kevala Keramik Bali,KKB,"1,033,999.00",Umum,Local
SI.2024.05.00180,27/May/24,Kevala Keramik Bali,KKB,"2,757,999.00",Umum,Local
SI.2024.05.00181,27/May/24,Kevala Keramik Bali,KKB,"304,000.00",Umum,Local
SI.2024.05.00182,28/May/24,Kevala Keramik Bali,KKB,"2,611,988.00",Umum,Local
SI.2024.05.00183,28/May/24,Kevala Keramik Bali,KKB,"473,999.00",Umum,Local
SI.2024.05.00184,28/May/24,Kevala Keramik Bali,KKB,"4,184,001.00",Umum,Local
SI.2024.05.00185,28/May/24,Kevala Keramik Bali,KKB,"1,112,000.00",Umum,Local
SI.2024.05.00186,29/May/24,Kevala Keramik Bali,KKB,"3,565,371.00",Umum,Local
SI.2024.05.00187,30/May/24,Kevala Keramik Bali,KKB,"329,999.00",Umum,Local
SI.2024.05.00188,29/May/24,Kevala Keramik Bali,KKB,"244,000.00",Umum,Local
SI.2024.05.00189,29/May/24,Kevala Keramik Bali,KKB,"2,758,003.00",Umum,Local
SI.2024.05.00190,29/May/24,Kevala Keramik Bali,KKB,"1,315,998.00",Umum,Local
SI.2024.06.00008,08/May/24,Kevala Keramik Bali,KKB,"434,000.00",Umum,Local
SI.2024.06.00025,01/Jun/24,Kevala Keramik Bali,KKB,"530,001.00",Umum,Local
SI.2024.06.00026,01/Jun/24,Kevala Keramik Bali,KKB,"3,936,005.00",Umum,Local
SI.2024.06.00027,01/Jun/24,Kevala Keramik Bali,KKB,"1,945,999.00",Umum,Local
SI.2024.06.00028,01/Jun/24,Kevala Keramik Bali,KKB,"114,001.00",Umum,Local
SI.2024.06.00029,02/Jun/24,Kevala Keramik Bali,KKB,"5,831,985.00",Umum,Local
SI.2024.06.00030,02/Jun/24,Kevala Keramik Bali,KKB,"4,952,001.00",Umum,Local
SI.2024.06.00031,02/Jun/24,Kevala Keramik Bali,KKB,"2,160,001.00",Umum,Local
SI.2024.06.00032,02/Jun/24,Kevala Keramik Bali,KKB,"3,122,000.00",Umum,Local
SI.2024.06.00039,03/Jun/24,Kevala Keramik Bali,KKB,"741,000.00",Umum,Local
SI.2024.06.00040,03/Jun/24,Kevala Keramik Bali,KKB,"1,365,000.00",Umum,Local
SI.2024.06.00041,03/Jun/24,Kevala Keramik Bali,KKB,"1,948,002.00",Umum,Local
SI.2024.06.00042,03/Jun/24,Kevala Keramik Bali,KKB,"2,664,004.00",Umum,Local
SI.2024.06.00044,04/Jun/24,Kevala Keramik Bali,KKB,"2,250,003.00",Umum,Local
SI.2024.06.00045,04/Jun/24,Kevala Keramik Bali,KKB,"1,910,003.00",Umum,Local
SI.2024.06.00046,04/Jun/24,Kevala Keramik Bali,KKB,"8,514,803.00",Umum,Local
SI.2024.06.00047,04/Jun/24,Kevala Keramik Bali,KKB,"306,000.00",Umum,Local
SI.2024.06.00049,05/Jun/24,Kevala Keramik Bali,KKB,"2,275,999.00",Umum,Local
SI.2024.06.00050,05/Jun/24,Kevala Keramik Bali,KKB,"6,290,025.00",Umum,Local
SI.2024.06.00051,05/Jun/24,Kevala Keramik Bali,KKB,"3,546,001.00",Umum,Local
SI.2024.06.00052,05/Jun/24,Kevala Keramik Bali,KKB,"4,804,202.00",Umum,Local
SI.2024.06.00053,05/Jun/24,Kevala Keramik Bali,KKB,"169,999.00",Umum,Local
SI.2024.06.00058,06/Jun/24,Kevala Keramik Bali,KKB,"6,480,003.00",Umum,Local
SI.2024.06.00059,06/Jun/24,Kevala Keramik Bali,KKB,"503,999.00",Umum,Local
SI.2024.06.00060,06/Jun/24,Kevala Keramik Bali,KKB,"617,999.00",Umum,Local
SI.2024.06.00061,06/Jun/24,Kevala Keramik Bali,KKB,"159,999.00",Umum,Local
SI.2024.06.00062,06/Jun/24,Kevala Keramik Bali,KKB,"180,198.00",Umum,Local
SI.2024.06.00063,10/Jun/24,Kevala Keramik Bali,KKB,"1,579,998.00",Umum,Local
SI.2024.06.00064,10/Jun/24,Kevala Keramik Bali,KKB,"164,012.00",Umum,Local
SI.2024.06.00065,10/Jun/24,Kevala Keramik Bali,KKB,"775,999.00",Umum,Local
SI.2024.06.00066,10/Jun/24,Kevala Keramik Bali,KKB,"2,755,562.00",Umum,Local
SI.2024.06.00067,10/Jun/24,Kevala Keramik Bali,KKB,"593,999.00",Umum,Local
SI.2024.06.00068,11/Jun/24,Kevala Keramik Bali,KKB,"2,289,988.00",Umum,Local
SI.2024.06.00069,11/Jun/24,Kevala Keramik Bali,KKB,"347,999.00",Umum,Local
SI.2024.06.00070,11/Jun/24,Kevala Keramik Bali,KKB,"1,823,450.00",Umum,Local
SI.2024.06.00071,11/Jun/24,Kevala Keramik Bali,KKB,"3,318,000.00",Umum,Local
SI.2024.06.00072,11/Jun/24,Kevala Keramik Bali,KKB,"5,965,506.00",Umum,Local
SI.2024.06.00073,12/Jun/24,Kevala Keramik Bali,KKB,"4,071,992.00",Umum,Local
SI.2024.06.00074,12/Jun/24,Kevala Keramik Bali,KKB,"2,158,398.00",Umum,Local
SI.2024.06.00076,06/Jun/24,Kevala Keramik Bali,KKB,"31,413,299.00",Umum,Local
SI.2024.06.00077,30/Jun/24,Kevala Keramik Bali,KKB,"31,413,299.00",Umum,Local
SI.2024.06.00078,12/Jun/24,Kevala Keramik Bali,KKB,"5,778,013.00",Umum,Local
SI.2024.06.00079,13/Jun/24,Kevala Keramik Bali,KKB,"1,525,985.00",Umum,Local
SI.2024.06.00088,13/Jun/24,Kevala Keramik Bali,KKB,"762,000.00",Umum,Local
SI.2024.06.00089,13/Jun/24,Kevala Keramik Bali,KKB,"1,757,996.00",Umum,Local
SI.2024.06.00090,13/Jun/24,Kevala Keramik Bali,KKB,"3,006,044.00",Umum,Local
SI.2024.06.00091,13/Jun/24,Kevala Keramik Bali,KKB,"2,318,005.00",Umum,Local
SI.2024.06.00092,14/Jun/24,Kevala Keramik Bali,KKB,"1,070,000.00",Umum,Local
SI.2024.06.00093,14/Jun/24,Kevala Keramik Bali,KKB,"2,415,999.00",Umum,Local
SI.2024.06.00094,14/Jun/24,Kevala Keramik Bali,KKB,"5,626,008.00",Umum,Local
SI.2024.06.00095,07/Jun/24,Kevala Keramik Bali,KKB,"5,962,805.00",Umum,Local
SI.2024.06.00096,07/Jun/24,Kevala Keramik Bali,KKB,"226,000.00",Umum,Local
SI.2024.06.00097,07/Jun/24,Kevala Keramik Bali,KKB,"627,998.00",Umum,Local
SI.2024.06.00098,14/Jun/24,Kevala Keramik Bali,KKB,"5,064,002.00",Umum,Local
SI.2024.06.00099,14/Jun/24,Kevala Keramik Bali,KKB,"3,073,474.00",Umum,Local
SI.2024.06.00100,15/Jun/24,Kevala Keramik Bali,KKB,"287,999.00",Umum,Local
SI.2024.06.00101,15/Jun/24,Kevala Keramik Bali,KKB,"997,998.00",Umum,Local
SI.2024.06.00102,15/Jun/24,Kevala Keramik Bali,KKB,"5,718,007.00",Umum,Local
SI.2024.06.00103,15/Jun/24,Kevala Keramik Bali,KKB,"2,418,001.00",Umum,Local
SI.2024.06.00104,08/Jun/24,Kevala Keramik Bali,KKB,"2,298,774.00",Umum,Local
SI.2024.06.00105,08/Jun/24,Kevala Keramik Bali,KKB,"4,358,000.00",Umum,Local
SI.2024.06.00106,08/Jun/24,Kevala Keramik Bali,KKB,"1,720,000.00",Umum,Local
SI.2024.06.00107,08/Jun/24,Kevala Keramik Bali,KKB,"1,910,002.00",Umum,Local
SI.2024.06.00108,16/Jun/24,Kevala Keramik Bali,KKB,"16,195,008.00",Umum,Local
SI.2024.06.00109,16/Jun/24,Kevala Keramik Bali,KKB,"2,021,998.00",Umum,Local
SI.2024.06.00110,16/Jun/24,Kevala Keramik Bali,KKB,"9,458,032.00",Umum,Local
SI.2024.06.00111,16/Jun/24,Kevala Keramik Bali,KKB,"3,386,000.00",Umum,Local
SI.2024.06.00112,09/Jun/24,Kevala Keramik Bali,KKB,"1,506,000.00",Umum,Local
SI.2024.06.00113,09/Jun/24,Kevala Keramik Bali,KKB,"338,001.00",Umum,Local
SI.2024.06.00114,09/Jun/24,Kevala Keramik Bali,KKB,"8,291,611.00",Umum,Local
SI.2024.06.00115,09/Jun/24,Kevala Keramik Bali,KKB,"1,946,002.00",Umum,Local
SI.2024.06.00116,06/Jun/24,Kevala Keramik Bali,KKB,"4,789,704.00",Umum,Local
SI.2024.06.00117,17/Jun/24,Kevala Keramik Bali,KKB,"1,218,005.00",Umum,Local
SI.2024.06.00118,17/Jun/24,Kevala Keramik Bali,KKB,"1,141,999.00",Umum,Local
SI.2024.06.00119,17/Jun/24,Kevala Keramik Bali,KKB,"5,948,396.00",Umum,Local
SI.2024.06.00120,17/Jun/24,Kevala Keramik Bali,KKB,"448,000.00",Umum,Local
SI.2024.06.00121,18/Jun/24,Kevala Keramik Bali,KKB,"1,542,002.00",Umum,Local
SI.2024.06.00122,18/Jun/24,Kevala Keramik Bali,KKB,"346,000.00",Umum,Local
SI.2024.06.00123,18/Jun/24,Kevala Keramik Bali,KKB,"492,000.00",Umum,Local
SI.2024.06.00124,18/Jun/24,Kevala Keramik Bali,KKB,"2,004,000.00",Umum,Local
SI.2024.06.00125,25/Jun/24,Kevala Keramik Bali,KKB,"2,625,995.00",Umum,Local
SI.2024.06.00126,25/Jun/24,Kevala Keramik Bali,KKB,"9,093,162.00",Umum,Local
SI.2024.06.00127,25/Jun/24,Kevala Keramik Bali,KKB,"1,666,003.00",Umum,Local
SI.2024.06.00128,19/Jun/24,Kevala Keramik Bali,KKB,"628,000.00",Umum,Local
SI.2024.06.00129,25/Jun/24,Kevala Keramik Bali,KKB,"4,992,459.00",Umum,Local
SI.2024.06.00130,25/Jun/24,Kevala Keramik Bali,KKB,"1,633,998.00",Umum,Local
SI.2024.06.00131,19/Jun/24,Kevala Keramik Bali,KKB,"2,007,998.00",Umum,Local
SI.2024.06.00132,19/Jun/24,Kevala Keramik Bali,KKB,"2,503,999.00",Umum,Local
SI.2024.06.00133,19/Jun/24,Kevala Keramik Bali,KKB,"4,175,600.00",Umum,Local
SI.2024.06.00134,19/Jun/24,Kevala Keramik Bali,KKB,"671,998.00",Umum,Local
SI.2024.06.00135,30/Jun/24,Kevala Keramik Bali,KKB,"4,455,991.00",Umum,Local
SI.2024.06.00136,30/Jun/24,Kevala Keramik Bali,KKB,"782,002.00",Umum,Local
SI.2024.06.00137,30/Jun/24,Kevala Keramik Bali,KKB,"1,302,002.00",Umum,Local
SI.2024.06.00138,30/Jun/24,Kevala Keramik Bali,KKB,"356,000.00",Umum,Local
SI.2024.06.00139,20/Jun/24,Kevala Keramik Bali,KKB,"1,280,002.00",Umum,Local
SI.2024.06.00140,20/Jun/24,Kevala Keramik Bali,KKB,"2,407,998.00",Umum,Local
SI.2024.06.00141,29/Jun/24,Kevala Keramik Bali,KKB,"1,442,001.00",Umum,Local
SI.2024.06.00142,29/Jun/24,Kevala Keramik Bali,KKB,"3,682,000.00",Umum,Local
SI.2024.06.00143,29/Jun/24,Kevala Keramik Bali,KKB,"111,999.00",Umum,Local
SI.2024.06.00144,29/Jun/24,Kevala Keramik Bali,KKB,"3,552,000.00",Umum,Local
SI.2024.06.00145,20/Jun/24,Kevala Keramik Bali,KKB,"5,442,000.00",Umum,Local
SI.2024.06.00146,28/Jun/24,Kevala Keramik Bali,KKB,"1,554,000.00",Umum,Local
SI.2024.06.00147,20/Jun/24,Kevala Keramik Bali,KKB,"3,362,000.00",Umum,Local
SI.2024.06.00148,28/Jun/24,Kevala Keramik Bali,KKB,"1,706,001.00",Umum,Local
SI.2024.06.00149,28/Jun/24,Kevala Keramik Bali,KKB,"1,104,000.00",Umum,Local
SI.2024.06.00150,20/Jun/24,Kevala Keramik Bali,KKB,"2,630,002.00",Umum,Local
SI.2024.06.00151,28/Jun/24,Kevala Keramik Bali,KKB,"5,116,004.00",Umum,Local
SI.2024.06.00152,28/Jun/24,Kevala Keramik Bali,KKB,"2,419,996.00",Umum,Local
SI.2024.06.00153,21/Jun/24,Kevala Keramik Bali,KKB,"12,016,575.00",Umum,Local
SI.2024.06.00154,21/Jun/24,Kevala Keramik Bali,KKB,"2,595,995.00",Umum,Local
SI.2024.06.00155,21/Jun/24,Kevala Keramik Bali,KKB,"4,790,005.00",Umum,Local
SI.2024.06.00156,21/Jun/24,Kevala Keramik Bali,KKB,"28,377,992.00",Umum,Local
SI.2024.06.00157,22/Jun/24,Kevala Keramik Bali,KKB,"701,993.00",Umum,Local
SI.2024.06.00158,22/Jun/24,Kevala Keramik Bali,KKB,"326,000.00",Umum,Local
SI.2024.06.00159,22/Jun/24,Kevala Keramik Bali,KKB,"10,176,000.00",Umum,Local
SI.2024.06.00160,22/Jun/24,Kevala Keramik Bali,KKB,"1,025,998.00",Umum,Local
SI.2024.06.00161,23/Jun/24,Kevala Keramik Bali,KKB,"4,629,007.00",Umum,Local
SI.2024.06.00162,23/Jun/24,Kevala Keramik Bali,KKB,"2,880,003.00",Umum,Local
SI.2024.06.00163,23/Jun/24,Kevala Keramik Bali,KKB,"4,120,003.00",Umum,Local
SI.2024.06.00164,23/Jun/24,Kevala Keramik Bali,KKB,"4,172,220.00",Umum,Local
SI.2024.06.00165,24/Jun/24,Kevala Keramik Bali,KKB,"1,470,001.00",Umum,Local
SI.2024.06.00166,24/Jun/24,Kevala Keramik Bali,KKB,"1,316,001.00",Umum,Local
SI.2024.06.00167,24/Jun/24,Kevala Keramik Bali,KKB,"580,000.00",Umum,Local
SI.2024.07.00004,04/Jul/24,Tina,Tina,3,Umum,Local
SI.2024.07.00011,07/Jun/24,Kevala Keramik Bali,KKB,"1,568,001.00",Umum,Local
SI.2024.07.00024,22/Jul/24,Nae UM,Nae UM,98.78,Restaurant,Export
SI.2024.07.00044,31/Jul/24,Kevala Keramik Bali,KKB,"31,413,299.00",Umum,Local
SI.2024.07.00048,27/Jul/24,Kevala Keramik Bali,KKB,"677,997.00",Umum,Local
SI.2024.07.00049,27/Jul/24,Kevala Keramik Bali,KKB,"2,906,003.00",Umum,Local
SI.2024.07.00051,27/Jul/24,Kevala Keramik Bali,KKB,"1,742,002.00",Umum,Local
SI.2024.07.00053,01/Jul/24,Kevala Keramik Bali,KKB,"7,782,001.00",Umum,Local
SI.2024.07.00054,01/Jul/24,Kevala Keramik Bali,KKB,"470,000.00",Umum,Local
SI.2024.07.00055,01/Jul/24,Kevala Keramik Bali,KKB,"1,613,998.00",Umum,Local
SI.2024.07.00056,01/Jul/24,Kevala Keramik Bali,KKB,"379,999.00",Umum,Local
SI.2024.07.00057,31/Jul/24,Kevala Keramik Bali,KKB,"1,801,999.00",Umum,Local
SI.2024.07.00058,31/Jul/24,Kevala Keramik Bali,KKB,"1,356,000.00",Umum,Local
SI.2024.07.00059,31/Jul/24,Kevala Keramik Bali,KKB,"846,000.00",Umum,Local
SI.2024.07.00060,31/Jul/24,Kevala Keramik Bali,KKB,"1,228,999.00",Umum,Local
SI.2024.07.00061,02/Jul/24,Kevala Keramik Bali,KKB,"3,057,995.00",Umum,Local
SI.2024.07.00062,02/Jul/24,Kevala Keramik Bali,KKB,"504,801.00",Umum,Local
SI.2024.07.00063,02/Jul/24,Kevala Keramik Bali,KKB,"3,182,003.00",Umum,Local
SI.2024.07.00064,27/Jul/24,Kevala Keramik Bali,KKB,"2,272,000.00",Umum,Local
SI.2024.07.00065,02/Jul/24,Kevala Keramik Bali,KKB,"2,298,000.00",Umum,Local
SI.2024.07.00066,28/Jul/24,Kevala Keramik Bali,KKB,"4,752,001.00",Umum,Local
SI.2024.07.00067,03/Jul/24,Kevala Keramik Bali,KKB,"3,033,998.00",Umum,Local
SI.2024.07.00068,03/Jul/24,Kevala Keramik Bali,KKB,"96,000.00",Umum,Local
SI.2024.07.00069,03/Jul/24,Kevala Keramik Bali,KKB,"2,914,004.00",Umum,Local
SI.2024.07.00070,03/Jul/24,Kevala Keramik Bali,KKB,"1,197,999.00",Umum,Local
SI.2024.07.00071,04/Jul/24,Kevala Keramik Bali,KKB,"3,109,993.00",Umum,Local
SI.2024.07.00072,04/Jul/24,Kevala Keramik Bali,KKB,"406,000.00",Umum,Local
SI.2024.07.00073,04/Jul/24,Kevala Keramik Bali,KKB,"912,000.00",Umum,Local
SI.2024.07.00074,04/Jul/24,Kevala Keramik Bali,KKB,"3,100,800.00",Umum,Local
SI.2024.07.00075,04/Jul/24,Kevala Keramik Bali,KKB,"1,581,999.00",Umum,Local
SI.2024.07.00076,05/Jul/24,Kevala Keramik Bali,KKB,"1,548,570.00",Umum,Local
SI.2024.07.00077,05/Jul/24,Kevala Keramik Bali,KKB,"452,400.00",Umum,Local
SI.2024.07.00078,05/Jul/24,Kevala Keramik Bali,KKB,"640,000.00",Umum,Local
SI.2024.07.00079,05/Jul/24,Kevala Keramik Bali,KKB,"6,015,505.00",Umum,Local
SI.2024.07.00080,05/Jul/24,Kevala Keramik Bali,KKB,"662,000.00",Umum,Local
SI.2024.07.00081,06/Jul/24,Kevala Keramik Bali,KKB,"1,859,997.00",Umum,Local
SI.2024.07.00082,06/Jul/24,Kevala Keramik Bali,KKB,"504,002.00",Umum,Local
SI.2024.07.00083,06/Jul/24,Kevala Keramik Bali,KKB,"1,248,001.00",Umum,Local
SI.2024.07.00084,06/Jul/24,Kevala Keramik Bali,KKB,"5,991,999.00",Umum,Local
SI.2024.07.00085,06/Jul/24,Kevala Keramik Bali,KKB,"956,000.00",Umum,Local
SI.2024.07.00086,07/Jul/24,Kevala Keramik Bali,KKB,"4,825,450.00",Umum,Local
SI.2024.07.00087,28/Jul/24,Kevala Keramik Bali,KKB,"5,693,202.00",Umum,Local
SI.2024.07.00088,28/Jul/24,Kevala Keramik Bali,KKB,"2,602,401.00",Umum,Local
SI.2024.07.00089,28/Jul/24,Kevala Keramik Bali,KKB,"3,215,990.00",Umum,Local
SI.2024.07.00090,29/Jul/24,Kevala Keramik Bali,KKB,"1,163,997.00",Umum,Local
SI.2024.07.00091,29/Jul/24,Kevala Keramik Bali,KKB,"3,990,004.00",Umum,Local
SI.2024.07.00092,29/Jul/24,Kevala Keramik Bali,KKB,"7,869,997.00",Umum,Local
SI.2024.07.00093,29/Jul/24,Kevala Keramik Bali,KKB,"6,875,203.00",Umum,Local
SI.2024.07.00094,30/Jul/24,Kevala Keramik Bali,KKB,"2,407,000.00",Umum,Local
SI.2024.07.00095,30/Jul/24,Kevala Keramik Bali,KKB,"1,760,004.00",Umum,Local
SI.2024.07.00096,30/Jul/24,Kevala Keramik Bali,KKB,"3,722,002.00",Umum,Local
SI.2024.07.00097,30/Jul/24,Kevala Keramik Bali,KKB,"1,319,998.00",Umum,Local
SI.2024.07.00098,07/Jul/24,Kevala Keramik Bali,KKB,"1,179,999.00",Umum,Local
SI.2024.07.00099,07/Jul/24,Kevala Keramik Bali,KKB,"3,027,001.00",Umum,Local
SI.2024.07.00100,07/Jul/24,Kevala Keramik Bali,KKB,"1,337,999.00",Umum,Local
SI.2024.07.00101,08/Jul/24,Kevala Keramik Bali,KKB,"745,997.00",Umum,Local
SI.2024.07.00102,08/Jul/24,Kevala Keramik Bali,KKB,"1,504,799.00",Umum,Local
SI.2024.07.00103,08/Jul/24,Kevala Keramik Bali,KKB,"1,983,996.00",Umum,Local
SI.2024.07.00104,09/Jul/24,Kevala Keramik Bali,KKB,"2,185,991.00",Umum,Local
SI.2024.07.00105,09/Jul/24,Kevala Keramik Bali,KKB,"2,578,002.00",Umum,Local
SI.2024.07.00106,09/Jul/24,Kevala Keramik Bali,KKB,"1,300,002.00",Umum,Local
SI.2024.07.00107,10/Jul/24,Kevala Keramik Bali,KKB,"1,363,999.00",Umum,Local
SI.2024.07.00108,10/Jul/24,Kevala Keramik Bali,KKB,"626,000.00",Umum,Local
SI.2024.07.00109,10/Jul/24,Kevala Keramik Bali,KKB,"2,651,999.00",Umum,Local
SI.2024.07.00110,10/Jul/24,Kevala Keramik Bali,KKB,"2,342,002.00",Umum,Local
SI.2024.07.00111,10/Jul/24,Kevala Keramik Bali,KKB,"655,998.00",Umum,Local
SI.2024.07.00112,11/Jul/24,Kevala Keramik Bali,KKB,"1,254,001.00",Umum,Local
SI.2024.07.00113,11/Jul/24,Kevala Keramik Bali,KKB,"394,000.00",Umum,Local
SI.2024.07.00114,11/Jul/24,Kevala Keramik Bali,KKB,"3,922,004.00",Umum,Local
SI.2024.07.00115,11/Jul/24,Kevala Keramik Bali,KKB,"885,997.00",Umum,Local
SI.2024.07.00116,12/Jul/24,Kevala Keramik Bali,KKB,"3,479,999.00",Umum,Local
SI.2024.07.00117,12/Jul/24,Kevala Keramik Bali,KKB,"2,278,003.00",Umum,Local
SI.2024.07.00118,12/Jul/24,Kevala Keramik Bali,KKB,"704,001.00",Umum,Local
SI.2024.07.00119,12/Jul/24,Kevala Keramik Bali,KKB,"4,991,998.00",Umum,Local
SI.2024.07.00120,12/Jul/24,Kevala Keramik Bali,KKB,"1,712,005.00",Umum,Local
SI.2024.07.00121,13/Jul/24,Kevala Keramik Bali,KKB,"1,571,987.00",Umum,Local
SI.2024.07.00122,13/Jul/24,Kevala Keramik Bali,KKB,"2,040,002.00",Umum,Local
SI.2024.07.00123,13/Jul/24,Kevala Keramik Bali,KKB,"750,001.00",Umum,Local
SI.2024.07.00124,13/Jul/24,Kevala Keramik Bali,KKB,"4,142,003.00",Umum,Local
SI.2024.07.00125,13/Jul/24,Kevala Keramik Bali,KKB,"249,999.00",Umum,Local
SI.2024.07.00126,14/Jul/24,Kevala Keramik Bali,KKB,"3,066,008.00",Umum,Local
SI.2024.07.00127,14/Jul/24,Kevala Keramik Bali,KKB,"462,001.00",Umum,Local
SI.2024.07.00128,14/Jul/24,Kevala Keramik Bali,KKB,"1,868,002.00",Umum,Local
SI.2024.07.00129,14/Jul/24,Kevala Keramik Bali,KKB,"401,605.00",Umum,Local
SI.2024.07.00130,15/Jul/24,Kevala Keramik Bali,KKB,"7,900,000.00",Umum,Local
SI.2024.07.00131,14/Jul/24,Kevala Keramik Bali,KKB,"486,000.00",Umum,Local
SI.2024.07.00132,15/Jul/24,Kevala Keramik Bali,KKB,"1,471,802.00",Umum,Local
SI.2024.07.00133,15/Jul/24,Kevala Keramik Bali,KKB,"110,077.00",Umum,Local
SI.2024.07.00134,20/Jul/24,Kevala Keramik Bali,KKB,"8,369,206.00",Umum,Local
SI.2024.07.00135,20/Jul/24,Kevala Keramik Bali,KKB,"197,999.00",Umum,Local
SI.2024.07.00136,20/Jul/24,Kevala Keramik Bali,KKB,"12,354,300.00",Umum,Local
SI.2024.07.00137,20/Jul/24,Kevala Keramik Bali,KKB,"22,299,275.00",Umum,Local
SI.2024.07.00138,20/Jul/24,Kevala Keramik Bali,KKB,"3,976,003.00",Umum,Local
SI.2024.07.00139,26/Jul/24,Kevala Keramik Bali,KKB,"139,999.00",Umum,Local
SI.2024.07.00140,25/Jul/24,Kevala Keramik Bali,KKB,"16,815,328.00",Umum,Local
SI.2024.07.00141,26/Jul/24,Kevala Keramik Bali,KKB,"2,566,403.00",Umum,Local
SI.2024.07.00142,26/Jul/24,Kevala Keramik Bali,KKB,"7,389,995.00",Umum,Local
SI.2024.07.00143,26/Jul/24,Kevala Keramik Bali,KKB,"2,319,999.00",Umum,Local
SI.2024.07.00144,26/Jul/24,Kevala Keramik Bali,KKB,"2,469,997.00",Umum,Local
SI.2024.07.00145,25/Jul/24,Kevala Keramik Bali,KKB,"6,068,003.00",Umum,Local
SI.2024.07.00146,25/Jul/24,Kevala Keramik Bali,KKB,"7,676,006.00",Umum,Local
SI.2024.07.00147,25/Jul/24,Kevala Keramik Bali,KKB,"16,852,006.00",Umum,Local
SI.2024.07.00148,25/Jul/24,Kevala Keramik Bali,KKB,"23,032,113.00",Umum,Local
SI.2024.07.00149,01/Jul/24,Kevala Keramik Bali,KKB,"1,079,998.00",Umum,Local
SI.2024.07.00150,01/Jul/24,Kevala Keramik Bali,KKB,"1,716,001.00",Umum,Local
SI.2024.07.00151,01/Jul/24,Kevala Keramik Bali,KKB,"1,484,003.00",Umum,Local
SI.2024.07.00152,01/Jul/24,Kevala Keramik Bali,KKB,"4,526,407.00",Umum,Local
SI.2024.07.00153,01/Jul/24,Kevala Keramik Bali,KKB,"3,445,996.00",Umum,Local
SI.2024.07.00154,01/Jul/24,Kevala Keramik Bali,KKB,"2,892,000.00",Umum,Local
SI.2024.07.00155,01/Jul/24,Kevala Keramik Bali,KKB,"6,761,999.00",Umum,Local
SI.2024.07.00156,01/Jul/24,Kevala Keramik Bali,KKB,"169,999.00",Umum,Local
SI.2024.07.00157,01/Jul/24,Kevala Keramik Bali,KKB,"701,998.00",Umum,Local
SI.2024.08.00007,11/Jul/24,Kevala Keramik Bali,KKB,"6,090,100.00",Umum,Local
SI.2024.08.00021,15/Aug/24,Kevala Keramik Bali,KKB,"43,455,858.00",Umum,Local
SI.2024.08.00026,15/Aug/24,Kevala Keramik Bali,KKB,"4,168,200.00",Umum,Local
SI.2024.08.00027,15/Aug/24,Kevala Keramik Bali,KKB,"24,467,919.00",Umum,Local
SI.2024.08.00028,15/Aug/24,Kevala Keramik Bali,KKB,"31,832,195.00",Umum,Local
SI.2024.08.00029,15/Aug/24,Kevala Keramik Bali,KKB,"43,968,311.00",Umum,Local
SI.2024.08.00031,29/Aug/24,Fairmont Jakarta - PT Senayan Trikarya Sempana,Fairmont Jakarta,"10,149,599.00",Hotel,Local
SI.2024.08.00032,25/Aug/24,Kevala Keramik Bali,KKB,"27,937,086.00",Umum,Local
SI.2024.08.00033,25/Aug/24,Kevala Keramik Bali,KKB,"574,000.00",Umum,Local
SI.2024.08.00034,25/Aug/24,Kevala Keramik Bali,KKB,"22,375,232.00",Umum,Local
SI.2024.08.00036,25/Aug/24,Kevala Keramik Bali,KKB,"27,770,047.00",Umum,Local
SI.2024.08.00053,25/Aug/24,Kevala Keramik Bali,KKB,"18,347,199.00",Umum,Local
SI.2024.08.00054,31/Aug/24,Kevala Keramik Bali,KKB,"8,426,949.00",Umum,Local
SI.2024.08.00055,31/Aug/24,Kevala Keramik Bali,KKB,"17,397,815.00",Umum,Local
SI.2024.08.00056,31/Aug/24,Kevala Keramik Bali,KKB,"13,122,002.00",Umum,Local
SI.2024.08.00057,31/Aug/24,Kevala Keramik Bali,KKB,"20,537,965.00",Umum,Local
SI.2024.09.00001,04/Sep/24,Omer Faruk Yunus,Six Senses Turkey,0,Hotel,Export
SI.2024.09.00002,05/Sep/24,The Ritz Carlton Bahrain,The Ritz Carlton Bahrain,279,Hotel,Export
SI.2024.09.00003,06/Sep/24,Bali Interiors,Bali Interiors,"750,000.00",Agent,Local
SI.2024.09.00006,06/Sep/24,Fairmont Jakarta - PT Senayan Trikarya Sempana,Fairmont Jakarta,"100,000.00",Hotel,Local
SI.2024.09.00035,30/Sep/24,Kevala Keramik Bali,KKB,"31,413,299.00",Umum,Local
SI.2024.09.00036,01/Sep/24,Kevala Keramik Bali,KKB,"31,413,299.00",Umum,Local
SI.2024.09.00046,06/Sep/24,The Ritz Carlton Bahrain,The Ritz Carlton Bahrain,"1,300.00",Hotel,Export
SI.2024.09.00048,20/Sep/24,Kevala Keramik Bali,KKB,"42,341,700.00",Umum,Local
SI.2024.09.00049,30/Sep/24,Kevala Keramik Bali,KKB,"8,542,566.00",Umum,Local
